pmid|pubyear|lang|title|match_found|best_full_match|best_window_match
﻿26613691|2016|eng;|Integrating Children's Mental Health into Primary Care.|N||
18931608|2008|eng;|Functional magnetic resonance imaging and pediatric anxiety.|N||
18930633|2008|eng;|Reduced caudate gray matter volume in women with major depressive disorder.|Y|major depressive disorder|major depressive disorder
18930379|2009|eng;|A systematic method for estimating individual responses to treatment with antipsychotics in CATIE.|N||
18930323|2008|eng;|Dissociation versus posttraumatic stress: cortisol and physiological correlates in adults highly exposed to the World Trade Center attack on 9/11.|N||
18929948|2008|eng;|Psychiatric aspects of organ transplantation in critical care.|N||
18928908|2008|eng;|Carbohydrate craving: a double-blind, placebo-controlled test of the self-medication hypothesis.|N||
18928902|2008|eng;|Evaluation of diagnostic criteria for night eating syndrome using item response theory analysis.|N||
18928346|2008|eng;|Recent developments in the psychosocial treatment of adult ADHD.|N||
18925978|2009|eng;|Cognitive and psychiatric effects of vitamin B12 replacement in dementia with low serum B12 levels: a nursing home study.|Y|dementia|dementia
18925436|2009|eng;|Examining racial/ethnic minority treatment experiences with specialty behavioral health service providers.|N||
18923111|2008|eng;|Canadian military personnel's population attributable fractions of mental disorders and mental health service use associated with combat and peacekeeping operations.|N||
18923068|2008|eng;|Meta-analysis of the symptom structure of obsessive-compulsive disorder.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
18923066|2009|eng;|Older adults' attitudes toward enrollment of non-competent subjects participating in Alzheimer's research.|N||
18855824|2008|eng;|Sleep architecture, cocaine and visual learning.|N||
18855819|2008|eng;|Alcohol use trajectories among adults in an urban area after a disaster: evidence from a population-based cohort study.|Y|alcohol use|alcohol use
18855514|2008|eng;|Parental expressed emotion toward children: prediction from early family functioning.|N||
18855508|2008|eng;|Consequences of socioeconomic disadvantage across three generations: parenting behavior and child externalizing problems.|N||
18855139|2008|eng;|Immigration generation status and its association with suicide attempts, substance use, and depressive symptoms among latino adolescents in the USA.|Y|substance use|substance use
18854724|2008|eng;|Assessing the efficacy of 2 years of maintenance treatment with venlafaxine extended release 75-225 mg/day in patients with recurrent major depression: a secondary analysis of data from the PREVENT study.|Y|major depression|major depression
18854501|2008|eng;|Alcohol disorders among Asian Americans: associations with unfair treatment, racial/ethnic discrimination, and ethnic identification (the national Latino and Asian Americans study, 2002-2003).|N||
18853945|2008|eng;|Mediators of the association between depression and role functioning.|Y|depression|depression
18852619|2008|eng;|Implicit and explicit stigma of mental illness: links to clinical care.|N||
18852570|2008|eng;|Addressing cardiometabolic risk during treatment with antipsychotic medications.|N||
18851719|2009|eng;|Improvement in borderline personality disorder in relationship to age.|Y|borderline personality disorder|borderline personality disorder
18851686|2009|eng;|Social withdrawal in childhood.|N||
18850369|2008|eng;|Political violence, psychosocial trauma, and the context of mental health services use among immigrant Latinos in the United States.|N||
18848740|2008|eng;|Integrating co-morbid depression and chronic physical disease management: identifying and resolving failures in self-regulation.|Y|depression|depression
18846974|2008|eng;|Subjective and intersubjective analyses of the therapeutic alliance in a brief relational therapy.|N||
18845962|2008|eng;|High prevalence of HIV, HIV/hepatitis C virus coinfection, and risk behaviors among injection drug users in Chennai, India: a cause for concern.|N||
18845343|2009|eng;|Stressful life events in a clinical sample of depressed children in Hungary.|N||
18845012|2009|eng;|A comparison of the predictive abilities of dimensional and categorical models of unipolar depression in the National Comorbidity Survey.|Y|depression|depression
18845008|2009|eng;|The slippery slope: prediction of successful weight maintenance in anorexia nervosa.|Y|anorexia nervosa|anorexia nervosa
18843096|2010|eng;|Impaired modulation of attention and emotion in schizophrenia.|Y|schizophrenia|schizophrenia
18842741|2008|eng;|Impairment associated with sleep problems in the community: relationship to physical and mental health comorbidity.|N||
18842329|2008|eng;|Does performance on the standard antisaccade task meet the co-familiality criterion for an endophenotype?|N||
18842305|2009|eng;|Variation in brain-derived neurotrophic factor (BDNF) gene is associated with symptoms of depression.|Y|depression|depression
18842304|2009|eng;|Do major depressive disorder and dysthymic disorder confer differential risk for suicide?|Y|major depressive disorder|major depressive disorder
18842257|2009|eng;|Deep brain stimulation of the ventral capsule/ventral striatum for treatment-resistant depression.|Y|depression|depression
18841473|2009|eng;|Psychoeducation to address stigma in black adults referred for mental health treatment: a randomized pilot study.|N||
18841462|2009|eng;|Parent-adolescent sexual communication: associations of condom use with condom discussions.|N||
18840371|2008|eng;|Short-term tolerability of a nonazapirone selective serotonin 1A agonist in adults with generalized anxiety disorder: a 28-day, open-label study.|Y|anxiety disorder|anxiety disorder
18839404|2009|eng;|False memory and obsessive-compulsive symptoms.|N||
18839400|2009|eng;|The utility of the Generalized Anxiety Disorder Severity Scale (GADSS) with older adults in primary care.|Y|anxiety disorder|anxiety disorder
18838742|2008|eng;|Persisting burden predicts depressive symptoms in dementia caregivers.|Y|persisting dementia|dementia
18838636|2008|eng;|Prevalence of neuropsychiatric symptoms in mild cognitive impairment and normal cognitive aging: population-based study.|Y|cognitive impairment|cognitive impairment
18838634|2008|eng;|Neural response to self- and other referential praise and criticism in generalized social phobia.|Y|social phobia|social phobia
18838631|2008|eng;|Effects of second-generation antipsychotic medication on smooth pursuit performance in antipsychotic-naive schizophrenia.|Y|schizophrenia|schizophrenia
18838629|2008|eng;|Child bipolar I disorder: prospective continuity with adult bipolar I disorder; characteristics of second and third episodes; predictors of 8-year outcome.|Y|bipolar i disorder|bipolar i disorder
18838628|2008|eng;|Pediatric bipolar disorder comes of age.|Y|bipolar i disorder|bipolar i disorder
18838578|2009|eng;|Evaluating the invariance and validity of the structure of dysfunctional attitudes in an adolescent population.|N||
18838042|2008|eng;|The role of the amygdala in bipolar disorder development.|Y|development disorder|development disorder
18838041|2008|eng;|The neural bases of obsessive-compulsive disorder in children and adults.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
18838032|2008|eng;|Charting the typical and atypical development of the social brain.|N||
18837866|2008|eng;|Severity of mood symptoms and work productivity in people treated for bipolar disorder.|Y|mood disorder|bipolar i disorder
18837862|2008|eng;|Short-term course of neuropsychological abilities in middle-aged and older adults with bipolar disorder.|Y|bipolar i disorder|bipolar i disorder
18837619|2008|eng;|Interpretation bias in social anxiety as detected by event-related brain potentials.|N||
18837615|2008|eng;|Dissociative tendencies and facilitated emotional processing.|N||
18837610|2008|eng;|Psychological effects of thought acceleration.|N||
18837608|2008|eng;|Teacher key opinion leaders and mental health consultation in low-income urban schools.|Y|low income|low income
18837605|2008|eng;|Are body dissatisfaction, eating disturbance, and body mass index predictors of suicidal behavior in adolescents? A longitudinal study.|N||
18837604|2008|eng;|Cognitive-behavioral therapy for intermittent explosive disorder: a pilot randomized clinical trial.|Y|intermittent explosive disorder|intermittent explosive disorder
18837600|2008|eng;|Internalized heterosexism among HIV-positive, gay-identified men: implications for HIV prevention and care.|N||
18837594|2008|eng;|Personality disorder symptoms and marital functioning.|Y|personality disorder|personality disorder
18837591|2008|eng;|Rate and predictors of divorce among parents of youths with ADHD.|N||
18837589|2008|eng;|Diagnostic agreement predicts treatment process and outcomes in youth mental health clinics.|N||
18835947|2009|eng;|Biophysical correlates of cognition among depressed and nondepressed type 2 diabetic patients.|N||
18835334|2008|eng;|A novel electrophysiological model of chemotherapy-induced cognitive impairments in mice.|N||
18834554|2009|eng;|Religious service attendance and spiritual well-being are differentially associated with risk of major depression.|Y|major depression|major depression
18834299|2008|eng;|Drinking motives as mediators in the relation between personality disorder symptoms and alcohol use disorder.|Y|alcohol use disorder|alcohol use disorder
18834294|2008|eng;|Maternal borderline personality disorder symptoms and adolescent psychosocial functioning.|Y|borderline personality disorder|borderline personality disorder
18833577|2008|eng;|Obsessive-compulsive disorder among African Americans and blacks of Caribbean descent: results from the National Survey of American Life.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
18829974|2008|eng;|Neural circuitry of stress-induced insomnia in rats.|Y|insomnia|insomnia
18829878|2008|eng;|Issues for DSM-V: unintended consequences of small changes: the case of paraphilias.|N||
18829869|2008|eng;|Plasma melatonin circadian rhythm disturbances during pregnancy and postpartum in depressed women and women with personal or family histories of depression.|Y|depression|depression
18828143|2009|eng;|The phenomenology of bipolar disorder: what drives the high rate of medical burden and determines long-term prognosis?|Y|bipolar i disorder|bipolar i disorder
18828035|2008|eng;|No association of COMT Val158Met polymorphism with suicidal behavior or CSF monoamine metabolites in mood disorders.|N||
18827724|2008|eng;|Toward DSM-V: an item response theory analysis of the diagnostic process for DSM-IV alcohol abuse and dependence in adolescents.|Y|alcohol dependence|alcohol dependence
18827722|2008|eng;|Use of event-related potentials in the study of typical and atypical development.|N||
18827717|2008|eng;|Brain imaging in pediatric obsessive-compulsive disorder.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
18827229|2008|eng;|Preferences of older and younger adults with serious mental illness for involvement in decision-making in medical and psychiatric settings.|N||
18827227|2008|eng;|Generalized anxiety disorder severity scale validation in older adults.|Y|anxiety disorder|anxiety disorder
18827225|2008|eng;|Late-life anxiety and cognitive impairment: a review.|Y|cognitive impairment|cognitive impairment
18826530|2008|eng;|Profiles of disruptive behavior across early childhood: contributions of frustration reactivity, physiological regulation, and maternal behavior.|N||
18826521|2008|eng;|Direct and indirect aggression during childhood and adolescence: a meta-analytic review of gender differences, intercorrelations, and relations to maladjustment.|N||
18825866|2008|eng;|Mental health concerns of gay and bisexual men seeking mental health services.|N||
18823757|2008|eng;|Association of Sult4A1 SNPs with psychopathology and cognition in patients with schizophrenia or schizoaffective disorder.|Y|schizoaffective disorder|schizoaffective disorder
18823753|2009|eng;|Physical and mental health status of staff working for people with intellectual disabilities in Taiwan: measurement with the 36-Item Short-Form (SF-36) health survey.|Y|intellectual disabilities|intellectual disabilities
18823427|2008|eng;|Schizophrenia diagnosis and anterior hippocampal volume make separate contributions to sensory gating.|Y|schizophrenia|schizophrenia
18823420|2008|eng;|Psychiatric and neurophysiological predictors of obesity in HIV/AIDS.|N||
18823246|2009|eng;|Distinct hippocampal and basal ganglia contributions to probabilistic learning and reversal.|N||
18822408|2009|eng;|Increased anterior cingulate cortical activity in response to fearful faces: a neurophysiological biomarker that predicts rapid antidepressant response to ketamine.|N||
18819989|2008|eng;|Acquisition of internal models of motor tasks in children with autism.|Y|autism|autism
18819756|2009|eng;|Associations between body mass index and substance use disorders differ by gender: results from the National Epidemiologic Survey on Alcohol and Related Conditions.|Y|substance use|substance use
18819162|2009|eng;|Prefrontal brain morphology and executive function in healthy and depressed elderly.|N||
18818446|2008|eng;|Longitudinal relationships between cognitive functioning and depressive symptoms among Hispanic older adults.|N||
18816282|2008|eng;|Submitting to defeat: social anxiety, dominance threat, and decrements in testosterone.|N||
18816001|2008|eng;|Group interpersonal psychotherapy for low-income women with posttraumatic stress disorder.|Y|posttraumatic stress disorder|posttraumatic stress disorder
18815989|2008|eng;|Statistical analysis of group-administered intervention data: reanalysis of two randomized trials.|N||
18815979|2008|eng;|Participants' perspectives on cognitive-behavioral therapy for adherence and depression in HIV.|Y|depression|depression
18815006|2009|eng;|Generalized anxiety disorder in a nonclinical sample of children: symptom presentation and predictors of impairment.|Y|anxiety disorder|anxiety disorder
18814917|2009|eng;|Comparison of clinical and research assessments of diagnosis, suicide attempt history and suicidal ideation in major depression.|Y|major depression|major depression
18814864|2009|eng;|Epigenetic regulation in human brain-focus on histone lysine methylation.|N||
18814466|2008|eng;|Differential activation patterns of occipital and prefrontal cortices during motion processing: evidence from normal and schizophrenic brains.|N||
18814182|2008|eng;|Predicting cardiac vagal regulation in early childhood from maternal-child relationship quality during toddlerhood.|N||
18814104|2008|ger;|[Neurogenic communication disorders: how effective are relaxation therapy and acupuncture?].|N||
18812206|2008|eng;|An integrated psychobiological predictive model of emergent psychopathology among young relatives at risk for schizophrenia.|Y|schizophrenia|schizophrenia
18812009|2009|eng;|Brainstem volumetric alterations in children with autism.|Y|autism|autism
18812007|2009|eng;|Altered prefrontal lobe oxygenation in bipolar disorder: a study by near-infrared spectroscopy.|Y|bipolar i disorder|bipolar i disorder
18810712|2009|eng;|Metabolic and hormonal effects of oral DHEA in premenopausal women with HIV infection: a randomized, prospective, placebo-controlled pilot study.|N||
18809422|2008|eng;|Physiological stress response of young adults exposed to bullying during adolescence.|N||
18809298|2008|eng;|Temporal association of cannabis use with symptoms in individuals at clinical high risk for psychosis.|Y|cannabis use|cannabis use
18809259|2008|eng;|Neuroticism and introversion are associated with salivary cortisol patterns in adolescents.|N||
18809210|2008|eng;|Physical victimization in prison: the role of mental illness.|N||
18809121|2008|eng;|Do attention deficit/hyperactivity disorder and oppositional defiant disorder influence preschool unintentional injury risk?|Y|attention deficit hyperactivity disorder|attention deficit hyperactivity disorder
18808733|2009|eng;|Five factor model personality factors moderated the effects of an intervention to enhance chronic disease management self-efficacy.|N||
18808208|2008|eng;|Use of antidepressants in late-life depression.|Y|depression|depression
18805674|2009|eng;|Emotional intelligence in schizophrenia.|Y|schizophrenia|schizophrenia
18804285|2009|eng;|Cognitive therapy for depressed adults with comorbid social phobia.|Y|social phobia|social phobia
18804284|2009|eng;|A missense variant (P10L) of the melanopsin (OPN4) gene in seasonal affective disorder.|Y|seasonal affective disorder|seasonal affective disorder
18804199|2008|eng;|Sudden gains in group cognitive-behavioral therapy for panic disorder.|Y|behavioral disorder|behavioral disorder
18803958|2008|eng;|Understanding the potency of stressful early life experiences on brain and body function.|N||
18803598|2009|eng;|Event-related potentials to auditory stimuli in monozygotic twins discordant for combat: association with PTSD.|N||
18803295|2008|eng;|Prevalence and correlates of traumatic brain injury among delinquent youths.|Y|traumatic brain injury|traumatic brain injury
18803104|2008|eng;|Sleep-dependent memory processing.|N||
18797226|2008|eng;|Behavioral and psychosocial interventions for family caregivers.|N||
18801582|2009|eng;|Alteration of frontal EEG asymmetry during tryptophan depletion predicts future depression.|Y|depression|depression
18801563|2009|eng;|Pubertal timing and its link to behavioral and emotional problems among 'at-risk' African American adolescent girls.|N||
18801474|2009|eng;|Risk for depression during interferon-alpha treatment is affected by the serotonin transporter polymorphism.|Y|depression|depression
18800371|2009|eng;|Gender-specific disruptions in emotion processing in younger adults with depression.|Y|depression|depression
18800368|2009|eng;|Quality of life and functional impairment in obsessive-compulsive disorder: a comparison of patients with and without comorbidity, patients in remission, and healthy controls.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
18799641|2008|eng;|Health seeking for ambiguous symptoms in two cultural groups: a comparative study.|N||
18799425|2008|eng;|Association of depression and anxiety alone and in combination with chronic musculoskeletal pain in primary care patients.|Y|depression|depression
18799289|2008|eng;|Basic helix-loop-helix transcription factor NEUROG1 and schizophrenia: effects on illness susceptibility, MRI brain morphometry and cognitive abilities.|Y|schizophrenia|schizophrenia
18799288|2008|eng;|Once-weekly D-cycloserine effects on negative symptoms and cognition in schizophrenia: an exploratory study.|Y|schizophrenia|schizophrenia
18797310|2008|eng;|Abnormal corticostriatal activity during fear perception in bipolar disorder.|Y|bipolar i disorder|bipolar i disorder
18797257|2008|eng;|MRI assessment of superior temporal gyrus in Williams syndrome.|N||
18797256|2008|eng;|Hallucinations, dreaming, and frequent dozing in Parkinson disease: impact of right-hemisphere neural networks.|Y|parkinson's disease|parkinson's disease
18796466|2008|eng;|Advanced parental age at birth is associated with poorer social functioning in adolescent males: shedding light on a core symptom of schizophrenia and autism.|Y|schizophrenia|schizophrenia
18795371|2008|eng;|Utilization of primary care by veterans with psychiatric illness in the National Department of Veterans Affairs Health Care System.|N||
18794642|2008|eng;|Atypical antipsychotics, neurocognitive deficits, and aggression in schizophrenic patients.|N||
18794513|2008|eng;|Mania: psychiatric manifestations of the antiphospholipid syndrome.|N||
18794208|2008|eng;|Adjunctive psychotherapy for bipolar disorder: state of the evidence.|Y|bipolar i disorder|bipolar i disorder
18794207|2008|eng;|Double-blind comparison of first- and second-generation antipsychotics in early-onset schizophrenia and schizo-affective disorder: findings from the treatment of early-onset schizophrenia spectrum disorders (TEOSS) study.|Y|affective disorder|affective disorder
18794206|2009|eng;|Psychostimulant treatment and the developing cortex in attention deficit hyperactivity disorder.|Y|attention-deficit/hyperactivity disorder|attention-deficit/hyperactivity disorder
18793827|2008|eng;|Dynamic evoked facial expressions of emotions in schizophrenia.|Y|schizophrenia|schizophrenia
18792081|2008|eng;|Extracting more information from behaviour checklists by using components of mean based scores.|N||
18791817|2009|eng;|Gastrointestinal symptoms in a sample of children with pervasive developmental disorders.|N||
18791363|2008|eng;|A national US study of posttraumatic stress disorder, depression, and work and functional outcomes after hospitalization for traumatic injury.|Y|posttraumatic stress disorder|posttraumatic stress disorder
18791077|2010|eng;|Getting the cue: sensory contributions to auditory emotion recognition impairments in schizophrenia.|Y|schizophrenia|schizophrenia
18791075|2008|eng;|Schizophrenia: a computational reinforcement learning perspective.|Y|schizophrenia|schizophrenia
18790618|2008|eng;|Episodic memory in schizophrenia: the influence of strategy use on behavior and brain activation.|Y|schizophrenia|schizophrenia
18789845|2008|eng;|Static posed and evoked facial expressions of emotions in schizophrenia.|Y|schizophrenia|schizophrenia
18789826|2008|eng;|Late, but not early, wake therapy reduces morning plasma melatonin: relationship to mood in Premenstrual Dysphoric Disorder.|Y|premenstrual dysphoric disorder|premenstrual dysphoric disorder
18789537|2008|eng;|Parenting self-efficacy and problem behavior in children at high risk for early conduct problems: the mediating role of maternal depression.|Y|depression|depression
18789456|2009|eng;|The construct validity of rule-breaking and aggression in an adult clinical sample.|N||
18789433|2009|eng;|Does neuroticism in adolescents moderate contextual and explicit threat cue modulation of the startle reflex?|N||
18789354|2009|eng;|Poor response inhibition: at the nexus between substance abuse and attention deficit/hyperactivity disorder.|Y|attention-deficit/hyperactivity disorder|attention-deficit/hyperactivity disorder
18787942|2009|eng;|Temperament pathways to childhood disruptive behavior and adolescent substance abuse: testing a cascade model.|Y|substance abuse|substance abuse
18786904|2008|eng;|Complex sequelae of psychological trauma among Kosovar civilian war victims.|N||
18786811|2009|eng;|Bridging the gap between schizophrenia and psychotic mood disorders: Relating neurocognitive deficits to psychopathology.|Y|schizophrenia|schizophrenia
18786807|2009|eng;|Gender bias in the sixteen-item Anxiety Sensitivity Index: an application of polytomous differential item functioning.|N||
18786280|2009|eng;|One-year outcomes of minor and subsyndromal depression in older primary care patients.|Y|depression|depression
18785948|2009|eng;|Ten-year follow-up study of PTSD diagnosis, symptom severity and psychosocial indices in aging holocaust survivors.|N||
18784989|2008|eng;|Navigating diagnoses: understanding mind-body relations, mental health, and stigma in Nepal.|N||
18784657|2008|eng;|Cognitive therapy versus medication for depression: treatment outcomes and neural mechanisms.|Y|depression|depression
18783913|2009|eng;|The validity and diagnostic efficiency of the Davidson Trauma Scale in military veterans who have served since September 11th, 2001.|N||
18783506|2008|eng;|Association of a single nucleotide polymorphism in neuronal acetylcholine receptor subunit alpha 5 (CHRNA5) with smoking status and with 'pleasurable buzz' during early experimentation with smoking.|N||
18782857|2009|eng;|Children's Somatization Inventory: psychometric properties of the revised form (CSI-24).|N||
18782643|2008|eng;|Prevalence and correlates of eating disorder co-morbidity in patients with bipolar disorder.|Y|bipolar i disorder|eating disorder
18781668|2009|eng;|Emotional and cardiovascular reactivity to a child-focused interpersonal stressor among depressed mothers of psychiatrically ill children.|N||
18781665|2008|eng;|Which symptoms predict recurrence of depression in women treated with maintenance interpersonal psychotherapy?|Y|depression|depression
18781660|2009|eng;|Changes in reported physical health symptoms and social function with prolonged exposure therapy for chronic posttraumatic stress disorder.|Y|posttraumatic stress disorder|posttraumatic stress disorder
18781658|2009|eng;|Prevalence and clinical characteristics of psychotic versus nonpsychotic major depression in a general psychiatric outpatient clinic.|Y|major depression|major depression
18781640|2009|eng;|Clinical case study: CBT for depression in a Puerto Rican adolescent: challenges and variability in treatment response.|Y|depression|depression
18781492|2008|eng;|No evidence for a differential deficit of reality monitoring in schizophrenia: a meta-analysis of the associative memory literature.|Y|schizophrenia|schizophrenia
18781247|2008|eng;|Disentangling the complex association between childhood sexual abuse and alcohol-related problems: a review of methodological issues and approaches.|Y|sexual abuse|sexual abuse
18781119|2008|eng;|Pediatric bipolar disorder: recognition in primary care.|Y|bipolar i disorder|bipolar i disorder
18779819|2010|eng;|Association of maternal dopamine transporter genotype with negative parenting: evidence for gene x environment interaction with child disruptive behavior.|N||
18778442|2008|eng;|Prevalence of and risk factors for suicide-related outcomes in the World Health Organization World Mental Health Surveys Japan.|N||
18778161|2008|eng;|Further validation of the IDAS: evidence of convergent, discriminant, criterion, and incremental validity.|N||
18778158|2008|eng;|Developmental changes in depressive cognitions: a longitudinal evaluation of the Cognitive Triad Inventory for Children.|N||
18778157|2008|eng;|Assessment of generalized anxiety disorder diagnostic criteria in the National Comorbidity Survey and Virginia Adult Twin Study of Psychiatric and Substance Use Disorders.|Y|substance use disorder|anxiety disorder
18777145|2009|eng;|Mexican American caregivers' coping efficacy: associations with caregivers' distress and positivity to their relatives with schizophrenia.|Y|schizophrenia|schizophrenia
18777132|2009|eng;|Peer deviance, parenting and disruptive behavior among young girls.|N||
18775645|2008|eng;|Antipsychotic effects on estimated 10-year coronary heart disease risk in the CATIE schizophrenia study.|Y|schizophrenia|schizophrenia
18775373|2008|eng;|Interventions to improve communication in autism.|Y|autism|autism
18775367|2008|eng;|Pharmacotherapy of irritability in pervasive developmental disorders.|N||
18775366|2008|eng;|Treatment of inattention, overactivity, and impulsiveness in autism spectrum disorders.|Y|autism|autism
18775087|2009|eng;|Eighty-five per cent of what? Discrepancies in the weight cut-off for anorexia nervosa substantially affect the prevalence of underweight.|Y|anorexia nervosa|anorexia nervosa
18775086|2009|eng;|Impact of early adolescent psychiatric and personality disorder on long-term physical health: a 20-year longitudinal follow-up study.|Y|personality disorder|personality disorder
18775085|2009|eng;|Incidence and outcomes of bulimia nervosa: a nationwide population-based study.|Y|bulimia nervosa|bulimia nervosa
18774507|2008|eng;|Pregabalin as a treatment for painful diabetic peripheral neuropathy: a meta-analysis.|N||
18774430|2008|eng;|Measurement matters in the association between early adolescent depressive symptoms and body mass index.|N||
18774425|2008|eng;|Posttraumatic stress disorder in general intensive care unit survivors: a systematic review.|Y|posttraumatic stress disorder|posttraumatic stress disorder
18774422|2008|eng;|The effect of comorbid anxiety and depressive disorders on health care utilization and costs among adolescents with asthma.|N||
18774264|2008|eng;|Elevated rates of substance use disorders in non-psychotic siblings of individuals with schizophrenia.|Y|substance use|substance use
18774211|2008|eng;|Risk for post-traumatic stress disorder associated with different forms of interpersonal violence in South Africa.|Y|post-traumatic stress disorder|post-traumatic stress disorder
18774177|2008|eng;|Prenatal dopamine and neonatal behavior and biochemistry.|N||
18773914|2009|eng;|Modified sham feeding of sweet solutions in women with and without bulimia nervosa.|Y|bulimia nervosa|bulimia nervosa
18772657|2008|eng;|Predictors of patterns of pain, fatigue, and insomnia during the first year after a cancer diagnosis in the elderly.|Y|insomnia|insomnia
18772442|2008|eng;|Cerebral ischemia mediates the effect of serum uric acid on cognitive function.|N||
18772210|2008|eng;|Unrecognised cognitive impairment in hospice patients: a pilot study.|Y|cognitive impairment|cognitive impairment
18771451|2008|eng;|Elevated C-reactive protein is related to cognitive decline in older adults with cardiovascular disease.|N||
18768688|2008|eng;|Cognitive aging: a common decline of episodic recollection and spatial memory in rats.|N||
18766207|2008|eng;|Heart disease, other circulatory diseases, and onset of major depression among community residents in Japan: results of the World Mental Health Survey Japan 2002-2004.|Y|major depression|major depression
18765961|2008|eng;|DSM-IV personality disorders and their axis I correlates in the South African population.|N||
18765960|2008|eng;|The phenomenology of the psychotic break and Huxley's trip: substance use and the onset of psychosis.|Y|substance use|substance use
18765493|2008|eng;|Body dysmorphic disorder: treating an underrecognized disorder.|Y|body dysmorphic disorder|body dysmorphic disorder
18765486|2008|eng;|Depressed mothers, depressed children.|N||
18765482|2008|eng;|Sleep disturbance and depression recurrence in community-dwelling older adults: a prospective study.|Y|depression|depression
18764968|2008|eng;|Relative sensitivity of magnetic resonance spectroscopy and quantitative magnetic resonance imaging to cognitive function among nondemented individuals infected with HIV.|N||
18763887|2008|eng;|Learning and generalization deficits in patients with memory impairments due to anterior communicating artery aneurysm rupture or hypoxic brain injury.|N||
18763886|2008|eng;|Psychopathic personality traits associated with abnormal selective attention and impaired cognitive control.|N||
18763880|2008|eng;|Impaired implicit learning in schizophrenia.|Y|schizophrenia|schizophrenia
18763876|2008|eng;|Intact implicit learning of spatial context and temporal sequences in childhood autism spectrum disorder.|Y|learning disorder|autism
18762594|2008|eng;|Stability of psychiatric outcomes of low birth weight: a longitudinal investigation.|N||
18762591|2008|eng;|Family-focused treatment for adolescents with bipolar disorder: results of a 2-year randomized trial.|Y|bipolar i disorder|bipolar i disorder
18761134|2008|eng;|Cortical grey matter volume and sensorimotor gating in schizophrenia.|Y|schizophrenia|schizophrenia
18760843|2008|eng;|Web-based training and interrater reliability testing for scoring the Hamilton Depression Rating Scale.|Y|depression|depression
18760771|2008|eng;|Time course of selective attention in clinically depressed young adults: an eye tracking study.|N||
18760715|2008|eng;|Intermittent binge alcohol exposure during the periadolescent period induces spatial working memory deficits in young adult rats.|N||
18760474|2008|eng;|Childhood victimization and lifetime revictimization.|N||
18759803|2008|eng;|The course of dissociation for patients with borderline personality disorder and axis II comparison subjects: a 10-year follow-up study.|Y|borderline personality disorder|borderline personality disorder
18759640|2008|eng;|"Clozapine versus ""high-dose"" olanzapine in refractory early-onset schizophrenia: an open-label extension study."|Y|schizophrenia|schizophrenia
18757845|2009|eng;|The impact of childhood ADHD on dropping out of high school in urban adolescents/ young adults.|N||
18757770|2008|eng;|Perceived participation restriction in middle-aged and older persons with schizophrenia.|Y|schizophrenia|schizophrenia
18757767|2008|eng;|Reasons for living, hopelessness, and suicide ideation among depressed adults 50 years or older.|N||
18757765|2008|eng;|The impact of psychosocial factors on experience of illness and mental health service use.|N||
18757601|2008|eng;|Use of multiple psychotropic medications among adolescents aging out of foster care.|N||
18757595|2008|eng;|Correlates of adverse childhood experiences among adults with severe mood disorders.|N||
18757588|2008|eng;|Psychiatric disorders among detained youths: a comparison of youths processed in juvenile court and adult criminal court.|N||
18754833|2008|eng;|Association of perceived stigma and mood and anxiety disorders: results from the World Mental Health Surveys.|N||
18754004|2009|eng;|Challenges in developing novel treatments for childhood disorders: lessons from research on anxiety.|N||
18753403|2009|eng;|The Disruptive Behavior Rating Scale-Parent Version (DBRS-PV): Factor analytic structure and validity among young preschool children.|N||
18753372|2008|eng;|Genetic dissection of the role of catechol-O-methyltransferase in cognition and stress reactivity in mice.|N||
18752924|2009|eng;|Evaluation of anxiety sensitivity among daily adult smokers using item response theory analysis.|N||
18752809|2009|eng;|Sex differences in response to citalopram: a STAR*D report.|N||
18752729|2009|eng;|Monoamine oxidase A and childhood adversity as risk factors for conduct disorder in females.|Y|conduct disorder|conduct disorder
18752063|2009|eng;|Positive effects of methylphenidate on social communication and self-regulation in children with pervasive developmental disorders and hyperactivity.|N||
18751880|2009|eng;|Brief report: face configuration accuracy and processing speed among adults with high-functioning autism spectrum disorders.|Y|autism|autism
18729704|2008|eng;|Searching for and finding meaning in collective trauma: results from a national longitudinal study of the 9/11 terrorist attacks.|N||
18729681|2008|eng;|Cocaine abusers with and without alcohol dependence respond equally well to contingency management treatments.|Y|cocaine dependence|alcohol dependence
18729675|2008|eng;|Intimate partner violence and children's reaction to peer provocation: the moderating role of emotion coaching.|N||
18729620|2008|eng;|Interidentity memory transfer in dissociative identity disorder.|Y|dissociative identity disorder|dissociative identity disorder
18729617|2008|eng;|The structure of distress following trauma: posttraumatic stress disorder, major depressive disorder, and generalized anxiety disorder.|Y|major depressive disorder|major depressive disorder
18729616|2008|eng;|Affective instability: measuring a core feature of borderline personality disorder with ecological momentary assessment.|Y|borderline personality disorder|borderline personality disorder
18729615|2008|eng;|Family-of-origin maltreatment, posttraumatic stress disorder symptoms, social information processing deficits, and relationship abuse perpetration.|Y|posttraumatic stress disorder|posttraumatic stress disorder
